state,parlimen,ballot_order,name,name_display,age,sex,ethnicity,party,votes,result,result_desc,new_mp,undi_keluar_peti,majoriti,pengundi_jumlah,peratus_keluar,population_total,ethnicity_proportion_bumi,ethnicity_proportion_chinese,ethnicity_proportion_indian,ethnicity_proportion_other
Selangor,P.102 Bangi,7,Syahredzan Bin Johan,SYAHREDZAN BIN JOHAN,39.0,male,bumiputera,Pakatan Harapan (PH),141568,1,won,1,246795.0,69701.0,303430,81.33506904393106,687609,62.22629615,28.72941593,8.438183456,0.606104464
Selangor,P.103 Puchong,1,Yeo Bee Yin,YEO BEE YIN,39.0,female,chinese,Pakatan Harapan (PH),79425,1,won,0,122437.0,57957.0,152861,80.09695082460536,375181,49.380408,41.04616689,8.675465688,0.897959424
Selangor,P.104 Subang,3,Wong Chen,WONG CHEN,53.0,male,chinese,Pakatan Harapan (PH),138259,1,won,0,179578.0,115074.0,230940,77.75959123581883,478154,36.79921826,48.94027421,13.42967695,0.830830576
Selangor,P.105 Petaling Jaya,6,Lee Chean Chung,LEE CHEAN CHUNG,41.0,male,chinese,Pakatan Harapan (PH),83311,1,won,1,148021.0,50575.0,195148,75.85063644003526,362290,52.01477057,32.37133548,14.74344155,0.870452395
Selangor,P.106 Damansara,1,Gobind Singh Deo,GOBIND SINGH DEO,49.0,male,other,Pakatan Harapan (PH),142875,1,won,0,176625.0,124619.0,239103,73.86983852147401,468939,33.70843334,57.75708804,7.675745185,0.858733431
Selangor,P.107 Sungai Buloh,6,Ramanan Ramakrishnan,RAMANAN RAMAKRISHNAN,41.0,male,indian,Pakatan Harapan (PH),50943,1,won,1,130846.0,2693.0,158090,82.7667784173572,347092,71.15021153,20.68615916,7.60257341,0.561055899
Selangor,P.108 Shah Alam,1,Azli Bin Yusof,AZLI YUSOF,55.0,male,bumiputera,Pakatan Harapan (PH),61409,1,won,1,137082.0,18095.0,165744,82.70706631914277,438745,74.53255964,17.02880281,7.967998555,0.470639
Selangor,P.109 Kapar,4,Halimah Ali,DR HALIMAH ALI,62.0,female,bumiputera,Perikatan Nasional (PN),65751,1,won,1,159700.0,11782.0,189369,84.33270493058525,314033,77.93117976,10.69362924,10.8803536,0.494837411
Selangor,P.110 Klang,6,Ganabatirau A/L Veraman,GANABATIRAU A/L VERAMAN,49.0,male,bumiputera,Pakatan Harapan (PH),115539,1,won,1,165554.0,91801.0,208913,79.2454275224615,297837,41.07562617,37.31458215,20.14597626,1.463815426
Selangor,P.111 Kota Raja,5,Mohamad Bin Sabu,MOHD SABU,68.0,male,bumiputera,Pakatan Harapan (PH),123306,1,won,0,199878.0,73998.0,244712,81.67887148975122,523094,50.5234651,26.39938696,22.52278023,0.554367708
Selangor,P.112 Kuala Langat,4,Ahmad Yunus Bin Hairi,DR AHMAD YUNUS HAIRI,57.0,male,bumiputera,Perikatan Nasional (PN),52867,1,won,1,125449.0,1833.0,148637,84.39957749416364,247093,67.28414271,19.93935979,12.40475029,0.371747212
Selangor,P.113 Sepang,4,Raj Munni Binti Sabu,AIMAN ATHIRAH,50.0,female,bumiputera,Pakatan Harapan (PH),56264,1,won,1,139667.0,8949.0,168039,83.11582430269164,384244,71.25410272,18.44662999,9.417182877,0.882084412
W.P. Kuala Lumpur,P.114 Kepong,4,Lim Lip Eng,LIM LIP ENG,50.0,male,chinese,Pakatan Harapan (PH),64308,1,won,0,72833.0,61081.0,94285,77.24770642201835,106199,20.17352841,72.92843371,6.32641488,0.571623001
W.P. Kuala Lumpur,P.115 Batu,3,Prabakaran A/L M Parameswaran,PRABAKARAN PARAMESWARAN,26.0,male,indian,Pakatan Harapan (PH),45716,1,won,0,87841.0,22241.0,113863,77.1462195796703,219132,56.58838802,30.08878792,12.87308892,0.449735143
W.P. Kuala Lumpur,P.116 Wangsa Maju,1,Zahir Bin Hassan,ZAHIR HASSAN,63.0,male,bumiputera,Pakatan Harapan (PH),46031,1,won,1,93493.0,20696.0,120323,77.70168629439092,215600,61.65203675,30.60656963,6.987534697,0.753858918
W.P. Kuala Lumpur,P.117 Segambut,3,Yeoh Tseow Suan,HANNAH YEOH,43.0,female,chinese,Pakatan Harapan (PH),68438,1,won,0,86274.0,59684.0,119652,72.10410189549694,253715,32.42915982,55.76399145,10.65239926,1.154449469
W.P. Kuala Lumpur,P.118 Setiawangsa,1,Nik Nazmi Bin Nik Ahmad,NIK NAZMI NIK AHMAD,40.0,male,bumiputera,Pakatan Harapan (PH),34434,1,won,0,75725.0,12164.0,95753,79.08368406211815,147095,69.7025533,21.39681139,8.547768616,0.352866686
W.P. Kuala Lumpur,P.119 Titiwangsa,4,Johari Bin Abdul Ghani,DATUK SERI JOHARI GHANI,58.0,male,bumiputera,Barisan Nasional (BN),25042,1,won,0,61693.0,4632.0,80747,76.40283849554783,122096,67.72840477,23.25899294,7.57260828,1.439994008
W.P. Kuala Lumpur,P.120 Bukit Bintang,2,Fong Kui Lun,FONG KUI LUN,76.0,male,chinese,Pakatan Harapan (PH),43827,1,won,0,53247.0,38977.0,79782,66.7406181845529,120529,27.06689284,56.48119857,15.45309915,0.998809436
W.P. Kuala Lumpur,P.121 Lembah Pantai,3,Ahmad Fahmi Bin Mohamed Fadzil,FAHMI FADZIL,41.0,male,bumiputera,Pakatan Harapan (PH),35359,1,won,0,77469.0,13912.0,101828,76.07828887928663,148094,59.12156533,26.22481726,13.80097217,0.852645229
W.P. Kuala Lumpur,P.122 Seputeh,4,Teresa Kok Suh Sim,TERESA KOK,58.0,female,chinese,Pakatan Harapan (PH),73234,1,won,0,88107.0,67187.0,124805,70.59572933776693,322511,31.10414243,57.31555997,11.22094129,0.359356317
W.P. Kuala Lumpur,P.123 Cheras,1,Tan Kok Wai,TAN KOK WAI,65.0,male,chinese,Pakatan Harapan (PH),60294,1,won,0,72207.0,54448.0,101184,71.36207305502846,135823,32.21214371,59.55163175,7.58013493,0.656089609
W.P. Kuala Lumpur,P.124 Bandar Tun Razak,1,Wan Azizah Binti Wan Ismail,DATO' SERI DR WAN AZIZAH BINTI WAN ISMAIL,70.0,female,bumiputera,Pakatan Harapan (PH),43476,1,won,0,93845.0,9817.0,119185,78.73893526869992,191318,67.93719551,23.35562205,8.323161181,0.384021259
W.P. Putrajaya,P.125 Putrajaya,5,Mohd Radzi Bin Md Jidin,DR. RADZI JIDIN (DRJ),45.0,male,bumiputera,Perikatan Nasional (PN),16002,1,won,1,36969.0,2310.0,42881,86.21300809216203,109202,97.89718089,0.629811714,1.224842782,0.248164616
Negeri Sembilan,P.126 Jelebu,2,Jalaluddin Bin Alias,JALALUDDIN BIN ALIAS,59.0,male,bumiputera,Barisan Nasional (BN),21805,1,won,0,46008.0,8125.0,59561,77.24517721327715,64200,76.21775561,17.75560933,5.590399526,0.436235534
Negeri Sembilan,P.127 Jempol,3,Shamshulkahar Bin Mohd Deli,DATO' HAJI SHAMSHULKAHAR BIN HAJI MOHD DELI,61.0,male,bumiputera,Barisan Nasional (BN),30138,1,won,1,72808.0,5857.0,95813,75.9896882468976,108379,66.37316805,19.90866786,13.30687984,0.41128425
Negeri Sembilan,P.128 Seremban,1,Loke Siew Fook,LOKE SIEW FOOK,45.0,male,chinese,Pakatan Harapan (PH),63916,1,won,0,124813.0,30841.0,157244,79.37536567373,272520,62.50265579,23.91132669,13.0624762,0.52354132
Negeri Sembilan,P.129 Kuala Pilah,5,Adnan Bin Abu Hassan,DATO' HJ ADNAN HJ ABU HASSAN,52.0,male,bumiputera,Barisan Nasional (BN),21423,1,won,1,49371.0,6483.0,63247,78.06061947602258,71004,80.95361942,13.37234504,5.367721428,0.306314116
Negeri Sembilan,P.130 Rasah,3,Cha Kee Chin,CHA KEE CHIN,48.0,male,chinese,Pakatan Harapan (PH),81434,1,won,0,120928.0,61987.0,155896,77.5696618258326,256585,46.01485118,34.17864927,19.05778332,0.748716223
Negeri Sembilan,P.131 Rembau,2,Mohamad Bin Haji Hasan,TOK MAT,66.0,male,bumiputera,Barisan Nasional (BN),53075,1,won,1,110586.0,19897.0,133555,82.80184193777845,210209,78.91813584,7.138739479,13.60526144,0.337863241
Negeri Sembilan,P.132 Port Dickson,5,Aminuddin Bin Harun,DATO' SERI AMINUDDIN BIN HARUN,55.0,male,bumiputera,Pakatan Harapan (PH),42013,1,won,1,81436.0,23601.0,104450,77.96649114408808,128954,55.19602097,25.47784182,18.69932597,0.62681124
Negeri Sembilan,P.133 Tampin,1,Mohd Isam Bin Mohd Isa,MOHD ISAM BIN MOHD ISA,53.0,male,bumiputera,Barisan Nasional (BN),23283,1,won,1,61960.0,1276.0,81099,76.40044883414099,88123,62.5424726,23.22275451,13.94421832,0.290554575
Melaka,P.134 Masjid Tanah,2,Mas Ermieyati Binti Samsudin,MAS ERMIEYATI,46.0,female,bumiputera,Perikatan Nasional (PN),25604,1,won,0,55270.0,4411.0,69174,79.89996241362361,95689,90.49549351,6.136785367,3.049615623,0.318105505
Melaka,P.135 Alor Gajah,2,Adly Bin Zahari,ADLY ZAHARI,51.0,male,bumiputera,Pakatan Harapan (PH),28178,1,won,1,73900.0,890.0,93311,79.1975222642561,171073,73.33718319,15.48283606,10.89316651,0.286814244
Melaka,P.136 Tangga Batu,3,Bakri Bin Jamaluddin,BAKRI JAMALUDDIN,57.0,male,bumiputera,Perikatan Nasional (PN),37406,1,won,1,93016.0,8849.0,115998,80.18758944119726,198033,76.7923354,19.61315239,3.131167512,0.4633447
Melaka,P.137 Hang Tuah Jaya,1,Adam Adli Bin Abd Halim,ADAM ADLI,33.0,male,bumiputera,Pakatan Harapan (PH),39418,1,won,1,95592.0,8638.0,118493,80.67311993113518,183693,68.35017829,25.84539637,5.279594776,0.524830567
Melaka,P.138 Kota Melaka,1,Khoo Poay Tiong,KHOO POAY TIONG,51.0,male,chinese,Pakatan Harapan (PH),73995,1,won,0,124816.0,46420.0,164140,76.04240282685512,215409,53.39398181,41.87993602,3.636409077,1.089673098
Melaka,P.139 Jasin,4,Zulkifli Bin Ismail,TUAN GURU ZULKIFLI ISMAIL,56.0,male,bumiputera,Perikatan Nasional (PN),27893,1,won,1,78329.0,322.0,96208,81.41630633627142,134531,82.12002007,9.000696097,8.512618782,0.366665048
Johor,P.140 Segamat,3,Yuneswaran A/L Ramaraj,R. YUNESWARAN,36.0,male,indian,Pakatan Harapan (PH),23437,1,won,1,51395.0,5669.0,69360,74.09890426758939,76011,57.96560197,33.12881713,8.603720604,0.301860302
Johor,P.141 Sekijang,4,Zaliha Binti Mustafa,DR. ZALIHA MUSTAFA,58.0,female,bumiputera,Pakatan Harapan (PH),18941,1,won,1,48854.0,1734.0,63981,76.35704349728826,79347,60.50412417,34.92766227,4.30337049,0.264843071
Johor,P.142 Labis,2,Pang Hok Liong,PANG HOK LIONG,65.0,male,chinese,Pakatan Harapan (PH),16133,1,won,0,35271.0,2833.0,49846,70.75994061710067,42404,49.97436029,33.40341521,16.1966053,0.425619199
Johor,P.143 Pagoh,2,Mahiaddin Bin Md Yasin,TAN SRI MUHYIDDIN BIN MD YASIN,75.0,male,bumiputera,Perikatan Nasional (PN),24986,1,won,0,54933.0,10007.0,69939,78.5441599107794,95202,72.76856689,23.86530715,3.085217017,0.28090895
Johor,P.144 Ledang,1,Syed Ibrahim Bin Syed Noh,SYED IBRAHIM SYED NOH,58.0,male,bumiputera,Pakatan Harapan (PH),33650,1,won,0,81326.0,9769.0,104577,77.76662172370598,147579,65.6562438,28.11482142,5.742487325,0.486447447
Johor,P.145 Bakri,3,Tan Hong Pin,TAN HONG PIN,41.0,male,chinese,Pakatan Harapan (PH),36636,1,won,1,74121.0,19254.0,97335,76.1504083834181,135179,50.33066335,47.38077609,1.982297311,0.306263252
Johor,P.146 Muar,3,Syed Saddiq Bin Syed Abdul Rahman,SYED SADDIQ,29.0,male,bumiputera,Malaysian United Democratic Alliance (MUDA),19961,1,won,0,53695.0,1345.0,68925,77.90351831701125,100265,69.55244196,29.42129655,0.860979378,0.165282114
Johor,P.147 Parit Sulong,1,Noraini Binti Ahmad,NORAINI AHMAD,55.0,female,bumiputera,Barisan Nasional (BN),25740,1,won,0,63697.0,2021.0,79484,80.13814100951134,82399,89.08868363,10.3598829,0.241015546,0.310417929
Johor,P.148 Ayer Hitam,1,Wee Ka Siong,WEE KA SIONG,54.0,male,chinese,Barisan Nasional (BN),18911,1,won,0,47172.0,2963.0,61041,77.27920577972182,71785,64.94928889,31.55663585,3.159859369,0.334215895
Johor,P.149 Sri Gading,1,Aminolhuda Bin Hassan,CIKGU HUDA,63.0,male,bumiputera,Pakatan Harapan (PH),23242,1,won,1,62098.0,4000.0,78602,79.00307880206611,175154,70.14682721,27.59106843,1.766753036,0.495351318
Johor,P.150 Batu Pahat,1,Onn Bin Abu Bakar,ONN BIN ABU BAKAR,59.0,male,bumiputera,Pakatan Harapan (PH),45242,1,won,1,100679.0,15972.0,133910,75.18407885893511,166000,56.75521298,41.82683254,1.100342719,0.31761176
Johor,P.151 Simpang Renggam,4,Hasni Bin Mohammad,HASNI BIN MOHAMMAD,63.0,male,bumiputera,Barisan Nasional (BN),18312,1,won,1,44801.0,1821.0,59033,75.89145054461063,76286,67.51952681,24.72738303,7.085766285,0.66732388
Johor,P.152 Kluang,2,Wong Shu Qi,WONG SHU QI,39.0,female,bumiputera,Pakatan Harapan (PH),49801,1,won,0,97162.0,26406.0,132342,73.41735805715494,183855,52.87849629,37.64714217,9.074701583,0.399659964
Johor,P.153 Sembrong,1,Hishammuddin Bin Datuk Hussein,HISHAMMUDDIN HUSSEIN,61.0,male,bumiputera,Barisan Nasional (BN),22572,1,won,0,41449.0,10880.0,54982,75.38649012404059,63621,68.30857059,22.40357169,8.779184659,0.508673059
Johor,P.154 Mersing,3,Muhammad Islahuddin Bin Abas,ISLAHUDDIN ABAS,34.0,male,bumiputera,Perikatan Nasional (PN),21066,1,won,1,47469.0,2337.0,66275,71.6242927197284,78195,88.9499406,9.610919106,1.16643266,0.272707636
Johor,P.155 Tenggara,1,Manndzri Bin Nasib,MANNDZRI BIN NASIB,42.0,male,bumiputera,Barisan Nasional (BN),21185,1,won,1,51997.0,2991.0,67294,77.26840431539216,94174,79.58246534,14.5924333,5.332302937,0.492798423
Johor,P.156 Kota Tinggi,1,Mohamed Khaled Bin Nordin,KHALED NORDIN,64.0,male,bumiputera,Barisan Nasional (BN),25410,1,won,0,48129.0,8390.0,61291,78.52539524563149,57377,95.77621691,3.11544126,0.747705902,0.360635928
Johor,P.157 Pengerang,2,Azalina Binti Othman,AZALINA OTHMAN SAID,58.0,female,bumiputera,Barisan Nasional (BN),21738,1,won,0,42288.0,5010.0,55316,76.44804396557959,70831,93.16718682,5.956850152,0.578949749,0.297013283
Johor,P.158 Tebrau,1,Jimmy Puah Wee Tse,JIMMY PUAH WEE TSE,46.0,male,chinese,Pakatan Harapan (PH),83959,1,won,1,169414.0,30720.0,223301,75.86799879982624,475267,53.09014122,38.73427598,7.454761548,0.720821255
Johor,P.159 Pasir Gudang,2,Hassan Bin Abdul Karim,HASSAN ABDUL KARIM,71.0,male,bumiputera,Pakatan Harapan (PH),71233,1,won,0,150876.0,31558.0,198485,76.01380456961483,360621,60.16661097,31.84906865,7.234661344,0.749659041
Johor,P.160 Johor Bahru,4,Akmal Nasrullah Bin Mohd Nasir,AKMAL NASIR,36.0,male,bumiputera,Pakatan Harapan (PH),43252,1,won,0,95521.0,16041.0,136368,70.04649184559428,177823,54.751578,38.46149186,6.002471499,0.784458633
Johor,P.161 Pulai,3,Salahuddin Bin Ayub,DATUK SERI SALAHUDDIN AYUB,61.0,male,bumiputera,Pakatan Harapan (PH),64900,1,won,0,118414.0,33174.0,165313,71.63018032459637,291876,47.32300909,40.66201188,11.51932784,0.49565119
Johor,P.162 Iskandar Puteri,3,Liew Chin Tong,LIEW CHIN TONG,45.0,male,chinese,Pakatan Harapan (PH),96819,1,won,0,165527.0,60036.0,222437,74.41522768244492,447697,47.65249325,39.54109395,12.39530547,0.411107329
Johor,P.163 Kulai,2,Teo Nie Ching,TEO NIE CHING,41.0,female,chinese,Pakatan Harapan (PH),65529,1,won,0,116339.0,36023.0,151247,76.91987279086527,287404,53.68423673,35.3066118,10.42919844,0.57995304
Johor,P.164 Pontian,2,Ahmad Bin Maslan,DATUK SERI AHMAD MASLAN,56.0,male,bumiputera,Barisan Nasional (BN),23201,1,won,0,57881.0,5758.0,75212,76.95713449981386,81778,77.6971731,21.32051117,0.61830386,0.364011876
Johor,P.165 Tanjung Piai,2,Wee Jeck Seng,WEE JECK SENG,58.0,male,chinese,Barisan Nasional (BN),23593,1,won,0,55106.0,6360.0,70679,77.96658130420634,91540,66.7494819,31.62047193,1.076194054,0.55385212
W.P. Labuan,P.166 Labuan,2,Suhaili Bin Abdul Rahman,DATO' DR. SUHAILI ABDUL RAHMAN,61.0,male,bumiputera,Perikatan Nasional (PN),8124,1,won,1,28762.0,708.0,44484,64.6569553097743,95120,86.21749241,11.67781891,1.057089977,1.047598709
Sabah,P.167 Kudat,4,Verdon Bin Bahanda,VERDON BIN BAHANDA,49.0,male,bumiputera,Independent (BEBAS),16323,1,won,1,46056.0,1967.0,75724,60.82087581215995,92554,94.12439917,5.410478992,0.06217567,0.40294617
Sabah,P.168 Kota Marudu,6,Wetrom Bin Bahanda, DATUK WETROM BAHANDA,52.0,male,bumiputera,Parti Kesejahteraan Demokratik Masyarakat (KDM),24318,1,won,1,50828.0,8174.0,80735,62.95658636279185,99998,97.59647372,1.974176647,0.048860612,0.380489022
Sabah,P.169 Kota Belud,3,Isnaraissah Munirah Bt Majilis@Fakharudy,MUNIRAH MAJILIS,40.0,female,bumiputera,Parti Warisan (WARISAN),25148,1,won,0,55272.0,4582.0,79885,69.18945984853227,107243,97.80847145,1.748570321,0.075603373,0.367354851
Sabah,P.170 Tuaran,1,Madius Bin Tangau,MADIUS TANGAU,64.0,male,bumiputera,Pakatan Harapan (PH),24943,1,won,0,59122.0,233.0,83419,70.8735419988252,134976,96.79763904,2.36017142,0.12479789,0.717391646
Sabah,P.171 Sepanggar,4,Mustapha @ Mohd Yunus Bin Sakmud,MUSTAPHA SAKMUD,53.0,male,bumiputera,Pakatan Harapan (PH),27022,1,won,1,71663.0,7042.0,108370,66.12807972686167,336253,85.6421819,12.81763587,0.434556503,1.105625726
Sabah,P.172 Kota Kinabalu,4,Chan Foong Hin,CHAN FOONG HIN,43.0,male,chinese,Pakatan Harapan (PH),31359,1,won,0,44663.0,23783.0,74059,60.30732254013692,114202,62.2176828,36.41734758,0.669390321,0.6955793
Sabah,P.173 Putatan,2,Shahelmey Bin Yahya,SHAHELMEY BIN YAHYA,49.0,male,bumiputera,Barisan Nasional (BN),16234,1,won,1,42221.0,124.0,63173,66.83393221787789,115203,91.46360106,6.840533627,0.40562163,1.290243679
Sabah,P.174 Penampang,1,Ewon Benedick,EWON BENEDICK,39.0,male,bumiputera,Pakatan Harapan (PH),29066,1,won,1,51301.0,14410.0,77214,66.44002382987541,178499,74.74762124,23.69995775,0.380853895,1.171567113
Sabah,P.175 Papar,6,Armizan Bin Mohd Ali,DATUK ARMIZAN BIN MOHD ALI,46.0,male,bumiputera,Gabungan Rakyat Sabah (GRS),22620,1,won,1,44295.0,12224.0,59942,73.89643321877816,106765,94.37187665,4.718035185,0.122902531,0.787185634
Sabah,P.176 Kimanis,1,Mohamad Bin Alamin,MOHAMAD BIN ALAMIN,50.0,male,bumiputera,Barisan Nasional (BN),13004,1,won,1,31491.0,3037.0,40763,77.25388219709049,50408,97.91057797,1.58778626,0.056706652,0.444929117
Sabah,P.177 Beaufort,5,Siti Aminah Binti Aching,DATUK SITI AMINAH BINTI ACHING,60.0,female,bumiputera,Barisan Nasional (BN),10570,1,won,1,29924.0,2518.0,43248,69.19163891971884,52107,94.44765164,4.486412931,0.171126964,0.894808462
Sabah,P.178 Sipitang,1,Matbali Bin Musah,DATUK MATBALI BIN MUSAH,53.0,male,bumiputera,Gabungan Rakyat Sabah (GRS),14459,1,won,1,29816.0,4691.0,45871,64.99967299601055,66583,95.42492309,3.921730788,0.124053062,0.529293063
Sabah,P.179 Ranau,2,Jonathan Bin Yasin,JONATHAN YASIN,55.0,male,bumiputera,Gabungan Rakyat Sabah (GRS),22606,1,won,0,42811.0,11092.0,66517,64.36099042350077,86084,98.64192112,0.949275817,0.045143896,0.363659164
Sabah,P.180 Keningau,3,Gapari Bin Katingan @ Geoffrey Kitingan,DATUK SERI PANGLIMA DR.JEFFREY G.KITINGAN,75.0,male,bumiputera,Gabungan Rakyat Sabah (GRS),23155,1,won,0,55542.0,8056.0,87588,63.412796273462114,129882,93.13847253,5.813498477,0.113990166,0.934038825
Sabah,P.181 Tenom,3,Riduan Bin Rubin,RIDUAN BIN RUBIN,35.0,male,bumiputera,Independent (BEBAS),10027,1,won,1,29078.0,1108.0,42045,69.15923415388275,50230,96.0438096,3.454378878,0.047890726,0.453920793
Sabah,P.182 Pensiangan,5,Arthur Joseph Kurup,DATUK ARTHUR JOSEPH KURUP,40.0,male,bumiputera,Barisan Nasional (BN),19623,1,won,0,37584.0,5412.0,55672,67.50969966949273,82499,98.60658729,1.019042857,0.031084862,0.343284994
Sabah,P.183 Beluran,4,Ronald Kiandee,RONALD KIANDEE,61.0,male,bumiputera,Perikatan Nasional (PN),11303,1,won,0,29951.0,1594.0,44727,66.9640262034118,101066,97.57080905,0.628472693,0.215137553,1.585580702
Sabah,P.184 Libaran,6,Suhaimi Bin Nasir,SUHAIMI BIN NASIR,54.0,male,bumiputera,Barisan Nasional (BN),22969,1,won,1,45632.0,12618.0,72332,63.086877177459485,171452,86.72778194,11.02435927,0.210049826,2.037808969
Sabah,P.185 Batu Sapi,5,Khairul Firdaus Bin Akbar Khan,KHAIRUL FIRDAUS AKBAR KHAN,39.0,male,bumiputera,Gabungan Rakyat Sabah (GRS),12152,1,won,1,27608.0,4821.0,43916,62.8654704435741,119698,75.89151475,22.08583913,0.274854351,1.747791768
Sabah,P.186 Sandakan,4,Vivian Wong Shir Yee,VIVIAN WONG SHIR YEE,33.0,female,chinese,Pakatan Harapan (PH),16673,1,won,1,31533.0,11031.0,55542,56.77325267365237,121672,73.11687837,25.00517592,0.397023541,1.480922166
Sabah,P.187 Kinabatangan,2,Moktar Bin Radin,BUNG MOKTAR BIN RADIN,63.0,male,bumiputera,Barisan Nasional (BN),16842,1,won,0,29882.0,4330.0,44773,66.74111629776874,216087,95.02343171,0.66337492,0.143228676,4.169964695
Sabah,P.188 Lahad Datu,2,Mohammad Yusof Bin Bin Apdal,DATO' HJ MOHAMMAD YUSOF BIN APDAL,62.0,male,bumiputera,Parti Warisan (WARISAN),27116,1,won,1,59167.0,4376.0,100256,59.01591924672837,299550,90.0996571,5.93954099,0.26202228,3.69877963
Sabah,P.189 Semporna,2,Mohd Shafie Bin Apdal,MOHD SHAFIE APDAL,65.0,male,bumiputera,Parti Warisan (WARISAN),28702,1,won,0,39978.0,20810.0,72169,55.39497568207956,166587,98.00856531,0.980144053,0.076893128,0.934397508
Sabah,P.190 Tawau,6,Lo Su Fui,LO SU FUI,41.0,male,chinese,Gabungan Rakyat Sabah (GRS),19865,1,won,1,51616.0,3800.0,87477,59.00522423036912,230531,77.93202828,17.2084376,0.239953167,4.61958095
Sabah,P.191 Kalabakan,2,Andi Muhammad Suryady Bin Bandy,ANDI MUHAMMAD SURYADY BIN BANDY,41.0,male,bumiputera,Barisan Nasional (BN),23855,1,won,1,50791.0,9100.0,83970,60.48707871858997,188656,88.84499112,8.365456901,0.207936787,2.581615189
Sarawak,P.192 Mas Gading,3,Mordi Anak Bimol,MORDI ANAK BIMOL,37.0,male,bumiputera,Democratic Action Party (DAP),17274,1,won,0,31892.0,5480.0,47171,67.60933624472663,51434,85.19519335,14.36672194,0.155581486,0.282503224
Sarawak,P.193 Santubong,1,Nancy Binti Shukri,NANCY SHUKRI,61.0,female,bumiputera,Gabungan Parti Sarawak (GPS),43739,1,won,0,52759.0,38681.0,79540,66.33014835302993,117751,90.91406583,8.861826047,0.075571345,0.148536782
Sarawak,P.194 Petra Jaya,1,Fadillah Bin Yusof,FADILLAH BIN YUSOF,60.0,male,bumiputera,Gabungan Parti Sarawak (GPS),54745,1,won,0,70074.0,41363.0,109809,63.814441439226286,150813,86.91124672,12.50526344,0.377630884,0.20585896
Sarawak,P.195 Bandar Kuching,3,Kelvin Yii Lee Wuen,KELVIN YII LEE WUEN,36.0,male,chinese,Democratic Action Party (DAP),45353,1,won,0,64068.0,28891.0,109710,58.397593656002186,116280,34.5876836,64.52663245,0.523801097,0.361882853
Sarawak,P.196 Stampin,1,Chong Chieng Jen,CHONG CHIENG JEN,51.0,male,chinese,Democratic Action Party (DAP),39310,1,won,0,74547.0,7158.0,121009,61.6045087555471,212217,41.68354812,57.42137552,0.61539493,0.279681431
Sarawak,P.197 Kota Samarahan,1,Rubiah Binti Wang,DATUK HJH RUBIAH BINTI WANG,54.0,female,bumiputera,Gabungan Parti Sarawak (GPS),42278,1,won,0,56238.0,29445.0,82229,68.39192985443093,158521,85.31176358,14.04114388,0.451563595,0.195528947
Sarawak,P.198 Puncak Borneo,1,Willie Anak Mongin,WILLIE ANAK MONGIN,47.0,male,bumiputera,Gabungan Parti Sarawak (GPS),29457,1,won,0,52049.0,13338.0,79969,65.08647100751541,80780,81.74627053,17.93155322,0.164222139,0.157954118
Sarawak,P.199 Serian,2,Richard Riot Anak Jaem,DATO' SRI RICHARD RIOT ANAK JAEM,71.0,male,bumiputera,Gabungan Parti Sarawak (GPS),22876,1,won,0,40620.0,16697.0,65273,62.230937753741976,61744,93.00595484,6.763109711,0.143509889,0.087425565
Sarawak,P.200 Batang Sadong,1,Rodiyah Binti Sapiee,RODIYAH BINTI SAPIEE,44.0,female,bumiputera,Gabungan Parti Sarawak (GPS),18668,1,won,1,22924.0,14893.0,32640,70.2328431372549,33694,95.97620714,3.661174375,0.022266047,0.34035244
Sarawak,P.201 Batang Lupar,1,Mohamad Shafizan Haji Kepli,MOHAMAD SHAFIZAN,37.0,male,bumiputera,Gabungan Parti Sarawak (GPS),19627,1,won,1,28118.0,14463.0,43072,65.28138930163448,38339,97.70809487,1.983123486,0.002661911,0.306119733
Sarawak,P.202 Sri Aman,1,Doris Sophia Anak Brodi,DORIS SOPHIA ANAK BRODI,62.0,female,bumiputera,Gabungan Parti Sarawak (GPS),14131,1,won,1,32449.0,4039.0,50164,64.6858304760386,62863,87.90153058,11.7716613,0.042698548,0.284109571
Sarawak,P.203 Lubok Antu,3,Roy Angau Anak Gingkoi,ROY ANGAU ANAK GINGKOI,43.0,male,bumiputera,Gabungan Parti Sarawak (GPS),6644,1,won,1,19537.0,100.0,28995,67.38058285911363,26780,94.48918546,5.338242062,0.03834944,0.13422304
Sarawak,P.204 Betong,3,Richard Rapu @ Aman Anak Begri,DR. RICHARD RAPU,58.0,male,bumiputera,Gabungan Parti Sarawak (GPS),16479,1,won,1,27239.0,11302.0,41743,65.25405457202406,34630,96.11197058,3.759596019,0.02918941,0.099243994
Sarawak,P.205 Saratok,2,Ali Anak Biju,DATUK ALI BIJU,54.0,male,bumiputera,Perikatan Nasional (PN),19223,1,won,0,31293.0,8826.0,44531,70.27239451168849,41339,95.05428815,4.826155911,0.014639502,0.104916433
Sarawak,P.206 Tanjong Manis,1,Yusuf Bin Abd Wahab,IR. YUSUF ABD WAHAB,58.0,male,bumiputera,Gabungan Parti Sarawak (GPS),16474,1,won,0,19395.0,13908.0,32948,58.86548500667719,32768,93.52296316,6.159185262,0.06486767,0.252983913
